Student_ID,Date,In_Time,Out_Time
1004,2024-06-22,09:27:00,10:18:00
1004,2024-03-03,11:15:00,12:48:00
1004,2024-04-10,10:15:00,13:01:00
1004,2024-09-09,09:57:00,10:35:00
1004,2024-05-01,09:32:00,11:23:00
1004,2024-04-22,10:09:00,11:21:00
1005,2024-12-28,10:59:00,13:56:00
1005,2024-01-24,11:43:00,13:46:00
1005,2024-11-09,10:47:00,13:17:00
1005,2024-01-10,10:23:00,12:46:00
1005,2024-11-22,09:46:00,12:27:00
1005,2024-02-15,09:37:00,12:25:00
1005,2024-12-22,10:15:00,11:36:00
1005,2024-03-26,11:47:00,12:46:00
1005,2024-04-08,11:31:00,14:12:00
1005,2024-06-27,09:04:00,10:32:00
1005,2024-09-14,09:44:00,12:38:00
1005,2024-02-12,11:37:00,13:05:00
1005,2024-10-10,11:29:00,12:01:00
1005,2024-11-02,11:18:00,13:53:00
1005,2024-01-01,10:39:00,12:08:00
1005,2024-08-24,10:10:00,11:19:00
1005,2024-07-23,09:07:00,10:48:00
1005,2024-12-01,10:52:00,13:32:00
1005,2024-10-28,10:03:00,12:13:00
1005,2024-07-25,11:03:00,13:08:00
1005,2024-02-03,09:59:00,11:10:00
1005,2024-03-15,11:53:00,13:16:00
1005,2024-09-07,10:37:00,12:35:00
1005,2024-03-03,11:21:00,13:26:00
1005,2024-11-18,11:39:00,12:52:00
1005,2024-03-15,11:48:00,12:46:00
1005,2024-12-01,09:25:00,11:37:00
1005,2024-08-15,11:52:00,13:30:00
1005,2024-04-24,11:17:00,13:39:00
1005,2024-07-14,10:18:00,13:09:00
1005,2024-07-27,11:25:00,13:18:00
1005,2024-06-09,11:01:00,13:23:00
1005,2024-01-08,10:28:00,11:42:00
1005,2024-10-19,09:35:00,11:14:00
1005,2024-11-13,11:14:00,13:10:00
1005,2024-02-26,09:29:00,11:36:00
1005,2024-05-08,09:52:00,12:08:00
1005,2024-10-06,11:00:00,13:51:00
1005,2024-03-14,10:18:00,12:39:00
1005,2024-02-04,11:58:00,14:45:00
1005,2024-07-29,09:50:00,11:35:00
1005,2024-03-08,11:31:00,13:45:00
1005,2024-03-28,09:12:00,11:45:00
1005,2024-04-21,11:23:00,12:51:00
1005,2024-08-11,09:04:00,10:24:00
1005,2024-04-11,10:00:00,12:11:00
1005,2024-08-27,09:49:00,12:29:00
1006,2024-01-14,11:48:00,13:36:00
1006,2024-08-08,10:05:00,11:37:00
1006,2024-06-19,11:53:00,14:30:00
1006,2024-06-04,09:46:00,11:15:00
1006,2024-12-19,10:49:00,13:22:00
1006,2024-09-29,10:28:00,11:30:00
1006,2024-08-12,10:58:00,12:02:00
1006,2024-01-04,11:14:00,13:27:00
1006,2024-02-04,10:03:00,11:43:00
1006,2024-06-20,10:58:00,12:51:00
1006,2024-06-20,10:54:00,13:52:00
1006,2024-12-15,09:33:00,12:33:00
1006,2024-08-09,09:24:00,12:03:00
1006,2024-03-20,10:12:00,11:22:00
1006,2024-12-30,11:48:00,12:29:00
1006,2024-05-13,10:13:00,11:42:00
1006,2024-01-25,10:49:00,12:14:00
1006,2024-02-01,09:47:00,11:45:00
1007,2024-03-06,11:00:00,11:30:00
1007,2024-02-01,09:24:00,10:14:00
1007,2024-08-12,11:24:00,13:34:00
1007,2024-08-01,09:16:00,11:14:00
1007,2024-02-05,11:00:00,13:46:00
1007,2024-12-21,10:43:00,11:50:00
1007,2024-05-15,09:15:00,11:58:00
1007,2024-05-28,09:07:00,11:28:00
1007,2024-02-29,09:31:00,10:44:00
1007,2024-12-17,11:51:00,13:40:00
1007,2024-06-19,11:16:00,12:26:00
1007,2024-01-14,11:18:00,12:19:00
1007,2024-05-07,10:03:00,12:26:00
1007,2024-04-22,10:56:00,13:23:00
1007,2024-09-25,10:42:00,12:31:00
1007,2024-08-16,11:50:00,12:55:00
1007,2024-02-20,09:08:00,09:38:00
1007,2024-04-03,10:35:00,12:30:00
1007,2024-12-20,10:46:00,12:30:00
1007,2024-12-07,10:16:00,10:49:00
1007,2024-05-17,10:07:00,11:45:00
1007,2024-11-03,10:37:00,13:17:00
1007,2024-12-12,11:04:00,12:31:00
1007,2024-01-16,10:14:00,12:06:00
1007,2024-10-01,11:44:00,12:47:00
1007,2024-09-13,09:48:00,11:35:00
1007,2024-07-03,10:30:00,12:44:00
1007,2024-05-24,11:21:00,12:50:00
1007,2024-05-25,09:18:00,12:17:00
1007,2024-11-06,11:59:00,14:56:00
1007,2024-09-08,09:15:00,11:57:00
1007,2024-03-23,11:07:00,12:39:00
1007,2024-12-01,11:45:00,13:26:00
1007,2024-11-30,11:22:00,13:43:00
1007,2024-10-04,11:27:00,13:09:00
1007,2024-02-12,10:45:00,11:36:00
1007,2024-12-29,09:54:00,11:23:00
1007,2024-01-24,09:16:00,11:27:00
1007,2024-06-20,10:25:00,12:57:00
1007,2024-08-24,11:37:00,12:11:00
1007,2024-06-26,11:29:00,12:47:00
1007,2024-01-01,09:29:00,12:26:00
1007,2024-10-07,10:02:00,12:30:00
1007,2024-07-25,09:03:00,09:52:00
1007,2024-06-05,10:24:00,11:35:00
1007,2024-07-11,10:40:00,12:03:00
1007,2024-10-04,10:17:00,12:33:00
1007,2024-08-18,09:59:00,12:17:00
1007,2024-06-02,10:37:00,12:09:00
1007,2024-07-26,11:13:00,13:21:00
1007,2024-11-09,10:25:00,11:38:00
1007,2024-01-28,11:22:00,12:29:00
1007,2024-10-25,10:47:00,12:36:00
1007,2024-03-16,11:34:00,12:17:00
1007,2024-03-18,09:21:00,12:12:00
1007,2024-10-10,09:13:00,11:06:00
1007,2024-07-24,10:44:00,12:31:00
1007,2024-06-15,10:57:00,13:37:00
1007,2024-01-31,11:16:00,13:35:00
1007,2024-01-29,11:12:00,13:05:00
1008,2024-01-06,10:34:00,12:04:00
1008,2024-05-14,10:29:00,11:41:00
1008,2024-11-19,10:23:00,12:00:00
1008,2024-02-01,09:28:00,10:33:00
1008,2024-08-25,10:04:00,12:30:00
1008,2024-08-07,11:15:00,12:58:00
1008,2024-08-09,09:10:00,11:33:00
1008,2024-01-24,11:11:00,13:29:00
1008,2024-05-12,10:38:00,11:13:00
1008,2024-01-16,10:36:00,11:33:00
1008,2024-07-25,11:10:00,13:46:00
1008,2024-03-14,11:59:00,13:18:00
1008,2024-04-24,11:52:00,13:41:00
1008,2024-07-22,09:35:00,10:20:00
1008,2024-11-28,11:28:00,12:19:00
1008,2024-09-09,09:26:00,10:58:00
1008,2024-05-11,09:21:00,11:52:00
1008,2024-07-06,10:03:00,11:34:00
1008,2024-02-15,09:46:00,10:24:00
1008,2024-04-03,11:38:00,12:21:00
1008,2024-04-09,10:36:00,13:20:00
1008,2024-12-27,09:53:00,12:39:00
1008,2024-12-23,11:32:00,12:21:00
1008,2024-06-23,11:56:00,12:36:00
1008,2024-11-05,10:53:00,11:35:00
1008,2024-10-30,10:14:00,11:29:00
1008,2024-04-15,09:50:00,12:34:00
1008,2024-10-20,12:00:00,12:38:00
1008,2024-02-12,10:40:00,12:05:00
1008,2024-01-18,09:50:00,12:35:00
1008,2024-05-05,10:02:00,12:55:00
1008,2024-08-02,09:53:00,11:35:00
1008,2024-09-23,09:46:00,10:33:00
1008,2024-05-11,11:59:00,14:02:00
1008,2024-01-06,10:35:00,13:00:00
1008,2024-08-02,10:28:00,11:07:00
1008,2024-06-27,11:01:00,13:30:00
1008,2024-12-26,09:09:00,09:40:00
1008,2024-02-12,09:43:00,10:32:00
1008,2024-03-17,10:00:00,10:44:00
1008,2024-05-11,10:31:00,11:19:00
1008,2024-10-19,10:49:00,12:23:00
1008,2024-04-22,11:47:00,12:20:00
1009,2024-05-25,11:59:00,13:56:00
1009,2024-07-21,10:08:00,10:51:00
1009,2024-09-18,09:55:00,12:30:00
1009,2024-11-09,10:21:00,12:13:00
1009,2024-08-31,09:10:00,09:56:00
1009,2024-03-17,11:49:00,13:19:00
1009,2024-05-18,09:10:00,11:11:00
1009,2024-11-19,09:23:00,11:32:00
1009,2024-05-10,10:29:00,11:54:00
1009,2024-06-15,11:33:00,14:32:00
1009,2024-11-20,10:42:00,13:27:00
1009,2024-07-23,11:48:00,14:22:00
1009,2024-04-15,10:40:00,11:30:00
1009,2024-03-08,09:43:00,11:55:00
1009,2024-03-10,11:05:00,12:03:00
1009,2024-03-13,10:09:00,12:24:00
1009,2024-01-24,11:50:00,13:54:00
1009,2024-05-23,11:32:00,14:20:00
1009,2024-08-16,11:25:00,12:07:00
1009,2024-03-11,09:15:00,09:58:00
1009,2024-11-20,11:02:00,13:09:00
1009,2024-10-02,11:06:00,13:42:00
1010,2024-11-13,10:06:00,12:37:00
1010,2024-04-19,10:54:00,12:13:00
1010,2024-02-02,10:56:00,13:37:00
1010,2024-09-05,09:03:00,10:42:00
1010,2024-05-28,10:51:00,12:23:00
1010,2024-02-12,09:40:00,10:57:00
1010,2024-09-30,09:05:00,10:17:00
1010,2024-04-28,10:59:00,11:41:00
1010,2024-07-04,09:39:00,11:28:00
1010,2024-03-10,09:44:00,10:54:00
1011,2024-10-27,11:34:00,12:31:00
1011,2024-12-05,09:39:00,11:13:00
1011,2024-06-08,09:18:00,10:00:00
1011,2024-11-22,11:24:00,13:55:00
1011,2024-09-14,10:17:00,11:00:00
1011,2024-07-19,09:14:00,11:10:00
1011,2024-10-11,11:39:00,14:24:00
1011,2024-01-13,09:27:00,09:58:00
1011,2024-07-11,09:34:00,11:50:00
1011,2024-08-31,11:54:00,14:41:00
1011,2024-08-17,09:47:00,12:21:00
1011,2024-02-15,11:50:00,14:05:00
1011,2024-06-14,11:44:00,13:09:00
1011,2024-05-19,09:37:00,10:45:00
1011,2024-06-17,09:01:00,09:51:00
1011,2024-12-26,11:28:00,13:07:00
1011,2024-12-06,11:36:00,14:33:00
1011,2024-04-14,11:01:00,13:24:00
1011,2024-12-11,10:58:00,11:45:00
1011,2024-05-20,09:12:00,11:57:00
1011,2024-05-07,11:04:00,13:30:00
1011,2024-01-10,10:44:00,13:19:00
1011,2024-04-09,10:58:00,13:42:00
1011,2024-06-30,10:20:00,11:15:00
1011,2024-05-31,10:27:00,13:03:00
1011,2024-09-27,11:03:00,13:36:00
1011,2024-03-11,09:00:00,11:57:00
1011,2024-02-14,11:38:00,13:07:00
1012,2024-06-22,11:16:00,12:32:00
1012,2024-02-26,11:48:00,13:41:00
1012,2024-11-11,09:37:00,12:12:00
1013,2024-07-09,11:16:00,11:59:00
1013,2024-06-24,09:54:00,12:33:00
1013,2024-05-08,11:11:00,12:06:00
1013,2024-10-03,11:09:00,14:07:00
1013,2024-12-16,09:20:00,11:36:00
1013,2024-05-13,11:03:00,12:34:00
1013,2024-04-06,09:58:00,12:48:00
1013,2024-09-02,10:36:00,12:31:00
1013,2024-11-04,11:05:00,13:36:00
1013,2024-10-01,09:58:00,12:28:00
1013,2024-04-05,09:34:00,10:36:00
1013,2024-02-12,11:51:00,12:39:00
1013,2024-02-03,10:27:00,12:15:00
1013,2024-08-14,11:31:00,14:18:00
1013,2024-08-23,10:02:00,12:59:00
1013,2024-06-22,09:59:00,11:51:00
1013,2024-06-19,10:00:00,11:34:00
1014,2024-06-29,11:17:00,13:15:00
1014,2024-01-16,11:40:00,13:29:00
1014,2024-08-20,09:41:00,11:13:00
1014,2024-04-23,11:05:00,12:56:00
1014,2024-01-08,09:50:00,11:40:00
1014,2024-06-09,11:22:00,13:59:00
1014,2024-11-17,09:17:00,12:06:00
1014,2024-10-09,09:41:00,12:15:00
1014,2024-04-12,11:09:00,12:35:00
1014,2024-02-07,10:58:00,11:54:00
1014,2024-09-15,10:31:00,12:44:00
1014,2024-01-20,10:15:00,11:44:00
1014,2024-06-19,09:56:00,11:23:00
1014,2024-07-01,11:28:00,12:43:00
1014,2024-12-19,11:29:00,13:48:00
1014,2024-03-06,11:08:00,11:49:00
1014,2024-11-12,10:43:00,13:42:00
1014,2024-12-10,11:44:00,14:15:00
1014,2024-04-12,10:49:00,13:16:00
1014,2024-11-14,11:00:00,13:38:00
1014,2024-04-19,10:55:00,11:43:00
1014,2024-11-18,09:05:00,11:35:00
1014,2024-01-22,10:57:00,13:57:00
1014,2024-07-05,11:34:00,12:55:00
1014,2024-04-24,09:24:00,10:02:00
1014,2024-12-18,10:11:00,10:44:00
1014,2024-01-06,11:18:00,12:55:00
1014,2024-11-18,11:45:00,14:05:00
1014,2024-10-19,09:31:00,11:52:00
1014,2024-08-01,10:34:00,11:26:00
1014,2024-11-04,10:00:00,12:52:00
1014,2024-10-31,11:29:00,12:04:00
1014,2024-07-02,09:38:00,12:25:00
1014,2024-10-20,10:18:00,11:37:00
1014,2024-11-26,09:38:00,10:58:00
1014,2024-05-30,11:28:00,12:24:00
1014,2024-08-24,10:46:00,12:40:00
1014,2024-02-07,09:10:00,12:03:00
1014,2024-10-04,11:20:00,12:33:00
1014,2024-05-16,09:03:00,10:33:00
1014,2024-05-06,09:47:00,12:41:00
1015,2024-07-31,11:42:00,12:16:00
1015,2024-08-02,10:35:00,12:04:00
1015,2024-08-28,10:44:00,13:23:00
1015,2024-06-24,09:03:00,10:59:00
1015,2024-03-19,10:53:00,12:29:00
1015,2024-05-07,09:18:00,11:14:00
1015,2024-09-29,09:40:00,11:56:00
1015,2024-03-24,09:39:00,10:15:00
1015,2024-10-10,09:39:00,10:53:00
1015,2024-06-14,10:28:00,11:27:00
1015,2024-03-24,11:51:00,12:56:00
1015,2024-10-16,11:23:00,13:52:00
1015,2024-01-26,10:22:00,11:13:00
1015,2024-11-06,09:44:00,11:04:00
1015,2024-07-20,09:27:00,11:45:00
1015,2024-05-13,11:55:00,14:45:00
1015,2024-03-08,10:26:00,12:32:00
1015,2024-03-29,10:28:00,11:27:00
1015,2024-03-02,09:34:00,10:51:00
1015,2024-04-20,09:58:00,12:41:00
1015,2024-01-08,10:21:00,11:27:00
1015,2024-06-09,09:16:00,12:13:00
1015,2024-06-01,09:27:00,11:02:00
1015,2024-05-11,11:50:00,13:45:00
1015,2024-01-04,11:47:00,14:43:00
1015,2024-03-02,10:48:00,11:57:00
1015,2024-07-11,09:20:00,10:58:00
1015,2024-08-02,11:53:00,14:49:00
1015,2024-05-11,09:56:00,12:30:00
1015,2024-04-21,09:52:00,12:06:00
1015,2024-08-09,10:49:00,12:57:00
1015,2024-03-31,09:28:00,10:40:00
1015,2024-04-22,10:27:00,13:11:00
1015,2024-03-03,10:45:00,12:35:00
1015,2024-11-01,11:55:00,14:53:00
1015,2024-04-21,09:33:00,11:25:00
1015,2024-09-26,11:58:00,13:16:00
1015,2024-10-01,09:25:00,10:52:00
1015,2024-01-15,09:51:00,12:40:00
1015,2024-06-14,10:19:00,12:15:00
1015,2024-02-12,11:09:00,13:17:00
1015,2024-06-10,09:06:00,11:36:00
1015,2024-04-22,11:34:00,14:03:00
1015,2024-10-23,09:24:00,09:56:00
1015,2024-01-29,10:48:00,11:42:00
1015,2024-05-01,09:03:00,10:18:00
1015,2024-08-11,11:46:00,14:18:00
1016,2024-08-10,09:39:00,10:46:00
1016,2024-07-22,11:49:00,14:41:00
1016,2024-03-10,09:42:00,10:16:00
1016,2024-01-15,09:20:00,11:46:00
1016,2024-04-15,10:10:00,10:49:00
1016,2024-03-19,09:26:00,11:45:00
1016,2024-08-10,10:21:00,12:14:00
1016,2024-12-13,09:34:00,10:32:00
1016,2024-06-24,11:34:00,14:17:00
1016,2024-01-18,11:52:00,13:40:00
1016,2024-10-26,10:53:00,13:05:00
1016,2024-09-29,11:50:00,14:33:00
1016,2024-07-26,09:21:00,09:58:00
1016,2024-07-26,10:38:00,12:51:00
1016,2024-01-20,11:23:00,12:39:00
1016,2024-05-16,10:07:00,11:31:00
1016,2024-03-26,09:21:00,11:53:00
1016,2024-06-24,09:04:00,11:33:00
1016,2024-10-19,09:17:00,10:25:00
1016,2024-07-10,09:31:00,11:26:00
1016,2024-06-17,10:33:00,11:16:00
1016,2024-03-08,10:00:00,12:48:00
1016,2024-04-15,10:05:00,11:39:00
1016,2024-05-13,11:14:00,13:57:00
1016,2024-03-05,11:55:00,14:51:00
1016,2024-06-19,11:32:00,13:25:00
1016,2024-05-02,10:00:00,11:27:00
1016,2024-05-28,11:59:00,13:44:00
1016,2024-10-08,11:23:00,13:11:00
1016,2024-08-11,11:48:00,14:26:00
1016,2024-06-17,11:48:00,12:21:00
1016,2024-09-08,09:26:00,10:10:00
1016,2024-01-21,09:29:00,12:13:00
1016,2024-07-03,11:26:00,13:44:00
1017,2024-03-14,11:05:00,11:48:00
1017,2024-02-07,11:22:00,13:01:00
1017,2024-04-25,10:26:00,12:10:00
1017,2024-12-06,10:31:00,12:19:00
1017,2024-05-30,09:56:00,10:33:00
1017,2024-06-20,09:17:00,10:00:00
1017,2024-07-07,10:31:00,12:45:00
1017,2024-10-14,09:51:00,12:09:00
1018,2024-05-01,11:56:00,13:11:00
1018,2024-06-03,10:24:00,13:14:00
1018,2024-07-26,10:48:00,12:47:00
1018,2024-03-28,11:09:00,13:37:00
1018,2024-04-20,09:03:00,10:01:00
1018,2024-05-10,09:16:00,10:15:00
1018,2024-07-17,11:37:00,12:10:00
1018,2024-01-25,10:04:00,12:46:00
1018,2024-02-02,11:54:00,12:26:00
1018,2024-09-09,10:14:00,11:06:00
1018,2024-02-28,11:12:00,12:23:00
1018,2024-02-20,09:56:00,12:20:00
1018,2024-02-08,09:54:00,11:41:00
1018,2024-08-17,11:28:00,12:44:00
1018,2024-05-10,09:35:00,10:14:00
1018,2024-02-07,09:14:00,10:36:00
1018,2024-08-01,11:16:00,13:22:00
1018,2024-10-15,10:23:00,13:22:00
1018,2024-03-03,10:51:00,12:48:00
1018,2024-01-27,11:29:00,13:39:00
1018,2024-04-09,09:33:00,11:25:00
1018,2024-08-01,10:06:00,10:36:00
1018,2024-10-11,10:12:00,12:27:00
1018,2024-06-16,11:01:00,12:38:00
1018,2024-02-05,11:47:00,14:35:00
1018,2024-07-07,09:55:00,12:45:00
1018,2024-10-13,10:41:00,11:33:00
1018,2024-01-07,11:06:00,12:45:00
1018,2024-08-19,09:10:00,10:44:00
1018,2024-03-06,09:11:00,10:46:00
1018,2024-01-29,10:30:00,13:23:00
1018,2024-01-30,09:43:00,11:27:00
1018,2024-08-09,11:53:00,14:52:00
1018,2024-03-03,09:19:00,12:15:00
1018,2024-11-14,11:25:00,12:31:00
1018,2024-09-17,09:29:00,11:35:00
1018,2024-08-06,11:08:00,14:07:00
1018,2024-04-28,11:35:00,12:35:00
1019,2024-11-11,10:50:00,12:00:00
1019,2024-10-18,10:25:00,13:21:00
1019,2024-12-03,11:38:00,14:31:00
1019,2024-05-24,09:25:00,10:58:00
1019,2024-01-11,09:20:00,10:51:00
1019,2024-07-09,09:08:00,10:47:00
1019,2024-02-29,10:09:00,13:06:00
1019,2024-02-15,10:45:00,11:36:00
1019,2024-11-19,11:25:00,12:43:00
1019,2024-10-16,10:14:00,12:57:00
1019,2024-01-13,10:41:00,12:54:00
1019,2024-04-09,11:49:00,13:23:00
1019,2024-08-04,09:13:00,10:34:00
1019,2024-09-24,10:02:00,12:36:00
1019,2024-12-16,10:22:00,13:14:00
1019,2024-01-18,09:13:00,10:41:00
1019,2024-09-11,10:04:00,10:35:00
1019,2024-04-06,09:26:00,10:46:00
1019,2024-09-19,09:49:00,10:24:00
1019,2024-06-28,09:42:00,12:00:00
1019,2024-02-02,11:07:00,11:47:00
1019,2024-08-08,09:45:00,12:35:00
1019,2024-04-21,12:00:00,13:53:00
1019,2024-08-18,11:22:00,12:06:00
1019,2024-03-15,09:00:00,11:34:00
1019,2024-05-21,10:58:00,12:32:00
1019,2024-09-30,10:21:00,12:54:00
1019,2024-12-22,10:02:00,11:55:00
1019,2024-01-16,09:03:00,10:22:00
1019,2024-07-11,10:09:00,11:57:00
1019,2024-04-04,10:01:00,12:40:00
1019,2024-07-08,09:20:00,12:09:00
1019,2024-07-30,10:15:00,11:11:00
1019,2024-06-03,11:42:00,12:53:00
1019,2024-06-25,09:23:00,10:29:00
1020,2024-08-20,09:55:00,11:17:00
1020,2024-03-22,11:03:00,13:52:00
1020,2024-11-23,09:07:00,10:11:00
1020,2024-01-02,09:56:00,12:13:00
1020,2024-07-09,11:26:00,12:36:00
1020,2024-10-18,09:51:00,12:22:00
1020,2024-02-27,09:00:00,11:01:00
1020,2024-05-03,11:19:00,13:37:00
1020,2024-02-09,09:53:00,10:39:00
1020,2024-05-17,11:56:00,12:57:00
1020,2024-04-06,09:23:00,11:41:00
1020,2024-09-11,11:42:00,12:34:00
1020,2024-11-04,09:30:00,10:34:00
1020,2024-06-26,11:33:00,14:18:00
1020,2024-08-20,10:35:00,11:27:00
1020,2024-06-25,10:07:00,10:52:00
