Student_ID,Book_ID,Borrow_Date,Return_Date
1008,196,2024-05-11,2024-06-10
1008,179,2024-06-25,2024-06-27
1008,127,2024-11-06,2024-11-14
1008,161,2024-05-06,2024-05-11
1008,168,2024-05-18,2024-05-26
1008,125,2024-04-21,2024-04-28
1009,120,2024-04-26,2024-05-17
1009,103,2024-08-31,2024-09-29
1010,189,2024-03-07,2024-03-15
1010,135,2024-06-26,2024-07-08
1010,117,2024-04-21,2024-04-23
1010,107,2024-04-04,2024-05-02
1010,178,2024-08-19,2024-09-07
1010,151,2024-06-19,2024-06-25
1010,129,2024-05-31,2024-06-14
1010,197,2024-03-14,2024-04-13
1010,147,2024-08-02,2024-08-05
1010,168,2024-10-09,2024-10-16
1010,119,2024-05-20,2024-05-29
1010,160,2024-08-19,2024-09-03
1010,143,2024-05-17,2024-05-25
1010,190,2024-11-01,2024-11-27
1010,120,2024-12-06,2024-12-30
1010,131,2024-05-29,2024-06-13
1010,189,2024-08-09,2024-09-05
1011,104,2024-03-27,2024-04-14
1011,156,2024-06-22,2024-07-22
1011,149,2024-09-07,2024-09-19
1011,148,2024-10-18,2024-11-09
1011,186,2024-02-05,2024-02-23
1011,174,2024-07-03,2024-07-15
1011,100,2024-09-06,2024-09-27
1011,146,2024-08-07,2024-08-15
1011,100,2024-11-22,2024-11-25
1011,171,2024-03-04,2024-03-16
1011,112,2024-07-03,2024-07-12
1012,198,2024-12-28,2025-01-03
1012,112,2024-06-15,2024-07-08
1012,169,2024-01-19,2024-02-11
1012,109,2024-05-11,2024-05-12
1012,163,2024-03-25,2024-04-06
1012,121,2024-10-01,2024-10-08
1012,139,2024-11-17,2024-11-24
1012,174,2024-01-03,2024-01-22
1012,122,2024-12-24,2025-01-09
1012,187,2024-08-28,2024-09-10
1012,139,2024-08-05,2024-08-11
1012,102,2024-11-23,2024-12-19
1012,177,2024-04-11,2024-05-06
1012,173,2024-03-27,2024-04-17
1012,150,2024-06-13,2024-06-19
1014,200,2024-11-01,2024-11-18
1014,188,2024-11-15,2024-12-14
1014,138,2024-02-22,2024-03-13
1014,129,2024-06-04,2024-06-30
1014,173,2024-11-02,2024-11-04
1014,123,2024-06-09,2024-07-08
1014,171,2024-01-06,2024-01-10
1014,130,2024-10-06,2024-10-13
1014,189,2024-03-29,2024-04-11
1014,164,2024-03-11,2024-04-01
1014,103,2024-06-05,2024-06-30
1014,179,2024-10-21,2024-11-07
1014,197,2024-05-09,2024-06-04
1014,162,2024-01-04,2024-01-27
1014,187,2024-02-12,2024-03-02
1015,164,2024-08-19,2024-09-05
1015,114,2024-01-18,2024-02-05
1015,140,2024-12-30,2025-01-07
1015,115,2024-08-19,2024-08-30
1015,109,2024-02-04,2024-02-27
1015,174,2024-10-17,2024-10-23
1015,117,2024-08-04,2024-09-02
1015,181,2024-12-11,2025-01-10
1016,136,2024-07-09,2024-07-22
1016,138,2024-07-12,2024-07-14
1016,162,2024-05-03,2024-05-09
1016,197,2024-03-22,2024-04-06
1016,190,2024-02-02,2024-02-20
1016,123,2024-10-11,2024-11-04
1016,132,2024-07-22,2024-07-24
1016,148,2024-03-26,2024-03-29
1016,134,2024-02-02,2024-02-11
1016,129,2024-01-07,2024-01-27
1016,124,2024-02-29,2024-03-14
1016,173,2024-05-11,2024-06-09
1016,146,2024-07-13,2024-07-20
1016,111,2024-05-06,2024-05-18
1017,106,2024-04-01,2024-04-14
1017,158,2024-06-24,2024-07-11
1017,108,2024-06-05,2024-06-25
1017,197,2024-09-12,2024-09-23
1017,188,2024-08-05,2024-08-16
1017,126,2024-06-02,2024-06-29
1017,151,2024-05-28,2024-05-30
1017,177,2024-12-20,2025-01-13
1017,184,2024-03-31,2024-04-11
1017,200,2024-07-25,2024-08-13
1017,136,2024-02-27,2024-02-29
1017,199,2024-02-03,2024-03-03
1018,184,2024-07-30,2024-08-03
1018,126,2024-07-01,2024-07-17
1018,132,2024-09-23,2024-10-08
1018,182,2024-12-17,2025-01-04
1018,140,2024-12-11,2024-12-23
1018,174,2024-10-04,2024-10-29
1018,110,2024-01-22,2024-02-09
1018,124,2024-04-10,2024-04-24
1018,179,2024-12-01,2024-12-19
1018,114,2024-04-10,2024-05-10
1018,101,2024-09-24,2024-10-17
1018,136,2024-08-28,2024-09-06
1018,163,2024-09-10,2024-09-18
1018,164,2024-12-07,2024-12-17
1018,176,2024-01-24,2024-02-01
1018,126,2024-11-07,2024-11-09
1018,101,2024-10-28,2024-11-17
1018,151,2024-12-13,2024-12-15
1018,117,2024-12-27,2025-01-02
1018,151,2024-06-18,2024-06-28
1018,100,2024-01-21,2024-02-10
1018,178,2024-05-20,2024-06-05
1018,113,2024-04-29,2024-05-01
1018,199,2024-02-16,2024-02-24
1018,141,2024-03-17,2024-03-24
1018,192,2024-01-27,2024-01-28
1018,101,2024-03-09,2024-03-31
1018,106,2024-12-12,2025-01-04
1018,125,2024-07-24,2024-08-15
1019,186,2024-12-24,2025-01-02
1019,106,2024-07-29,2024-08-11
1019,137,2024-06-16,2024-06-22
1019,163,2024-08-30,2024-09-04
1019,115,2024-02-12,2024-03-06
1019,109,2024-05-20,2024-06-19
1019,148,2024-06-30,2024-07-10
1019,113,2024-01-28,2024-02-04
1019,110,2024-08-10,2024-08-28
1020,120,2024-03-21,2024-04-18
1020,126,2024-12-27,2025-01-01
1020,154,2024-06-22,2024-07-05
1020,107,2024-09-26,2024-10-11
1020,123,2024-06-02,2024-06-30
1021,115,2024-01-09,2024-01-25
1021,182,2024-09-05,2024-09-19
1021,183,2024-07-14,2024-08-06
1021,106,2024-02-08,2024-02-10
1021,195,2024-07-24,2024-08-18
1021,196,2024-08-08,2024-08-25
1021,179,2024-09-24,2024-10-06
1021,198,2024-10-14,2024-11-13
1021,180,2024-12-20,2025-01-19
1021,141,2024-03-09,2024-03-13
1021,142,2024-01-16,2024-01-24
1021,131,2024-05-07,2024-05-08
1021,136,2024-04-16,2024-05-07
1021,196,2024-09-05,2024-09-21
1021,101,2024-09-09,2024-10-06
1021,106,2024-02-20,2024-03-05
1021,178,2024-08-14,2024-08-18
1021,152,2024-04-13,2024-05-02
1021,113,2024-04-14,2024-05-06
1021,158,2024-09-25,2024-09-28
1021,107,2024-05-05,2024-05-16
1022,199,2024-09-09,2024-10-09
1022,101,2024-07-24,2024-07-26
1022,193,2024-08-11,2024-09-04
1022,153,2024-06-28,2024-07-24
1022,106,2024-02-16,2024-02-22
1022,168,2024-07-26,2024-08-09
1022,104,2024-03-11,2024-03-28
1022,199,2024-07-12,2024-07-15
1022,157,2024-08-12,2024-09-07
1022,105,2024-01-21,2024-02-18
1022,104,2024-05-25,2024-06-15
1022,104,2024-01-12,2024-02-07
1023,167,2024-09-06,2024-09-29
1023,115,2024-03-09,2024-03-18
1023,121,2024-11-10,2024-11-19
1023,125,2024-03-14,2024-04-13
1023,116,2024-08-10,2024-09-09
1023,153,2024-07-14,2024-07-21
1023,111,2024-09-21,2024-09-25
1023,179,2024-02-05,2024-02-24
1023,133,2024-04-05,2024-04-10
1023,127,2024-09-17,2024-09-20
1024,146,2024-07-19,2024-08-15
1024,171,2024-09-05,2024-09-19
1024,128,2024-11-07,2024-11-09
1024,110,2024-08-10,2024-08-20
1024,192,2024-08-27,2024-08-30
1024,171,2024-04-01,2024-04-09
1024,111,2024-09-21,2024-09-29
1024,103,2024-10-29,2024-11-03
1024,187,2024-10-02,2024-10-31
1024,194,2024-08-24,2024-08-28
1024,173,2024-08-28,2024-09-05
1024,124,2024-06-04,2024-06-16
1024,163,2024-08-08,2024-09-04
1024,150,2024-03-02,2024-03-10
1024,194,2024-04-08,2024-05-08
1024,144,2024-11-15,2024-11-25
1024,165,2024-02-03,2024-02-29
1024,162,2024-08-27,2024-09-06
1024,137,2024-07-01,2024-07-21
1024,126,2024-07-07,2024-08-02
1024,190,2024-06-23,2024-06-29
1024,115,2024-11-03,2024-11-04
1024,123,2024-11-01,2024-11-13
1024,151,2024-08-11,2024-08-20
1024,145,2024-04-03,2024-04-23
1024,136,2024-09-20,2024-10-12
1024,116,2024-05-27,2024-06-23
1025,111,2024-01-22,2024-01-30
1025,125,2024-12-22,2024-12-23
1025,176,2024-12-25,2025-01-11
1025,139,2024-03-14,2024-03-23
1025,128,2024-02-25,2024-03-26
1025,105,2024-12-23,2025-01-05
1025,143,2024-03-29,2024-04-02
1025,156,2024-04-29,2024-05-01
1025,169,2024-04-05,2024-04-28
1025,192,2024-11-23,2024-12-17
1025,144,2024-05-20,2024-06-12
1025,131,2024-11-21,2024-12-05
1025,119,2024-05-10,2024-05-17
1025,119,2024-02-18,2024-02-26
1025,174,2024-06-02,2024-06-17
1025,107,2024-04-01,2024-04-07
1025,181,2024-06-17,2024-07-04
1025,106,2024-11-03,2024-11-16
1026,141,2024-10-01,2024-10-30
1026,155,2024-03-18,2024-04-11
1026,117,2024-04-18,2024-04-29
1026,177,2024-03-17,2024-03-27
1026,125,2024-04-08,2024-04-17
1026,192,2024-09-28,2024-10-22
1026,173,2024-02-01,2024-02-11
1026,195,2024-10-05,2024-10-21
1026,139,2024-04-11,2024-04-25
1026,117,2024-07-27,2024-08-25
1026,195,2024-12-05,2024-12-16
1026,181,2024-10-07,2024-10-10
1026,178,2024-05-09,2024-05-14
1026,116,2024-08-01,2024-08-18
1026,153,2024-11-07,2024-11-29
1026,111,2024-08-28,2024-09-09
1026,160,2024-12-22,2025-01-19
1026,101,2024-09-07,2024-09-17
1026,107,2024-12-01,2024-12-19
1026,193,2024-10-01,2024-10-22
1026,167,2024-12-03,2024-12-05
1026,170,2024-09-02,2024-09-09
1026,156,2024-01-30,2024-02-16
1026,162,2024-02-24,2024-03-04
1026,169,2024-06-17,2024-07-11
1026,130,2024-07-14,2024-08-01
1026,114,2024-06-05,2024-07-04
1026,103,2024-06-11,2024-06-14
1027,187,2024-05-04,2024-05-05
1027,115,2024-09-02,2024-10-01
1027,139,2024-08-14,2024-09-08
1027,148,2024-09-23,2024-10-15
1027,141,2024-10-22,2024-11-12
1027,101,2024-07-30,2024-08-14
1027,149,2024-04-19,2024-04-25
1027,176,2024-07-10,2024-08-03
1027,138,2024-11-06,2024-11-19
1027,141,2024-10-08,2024-10-17
1027,136,2024-08-11,2024-09-05
1028,151,2024-06-07,2024-06-18
1028,118,2024-11-11,2024-11-29
1028,182,2024-09-06,2024-09-16
1029,167,2024-12-03,2024-12-31
1029,160,2024-01-08,2024-01-29
1029,104,2024-12-17,2025-01-09
1029,168,2024-08-25,2024-09-12
1029,180,2024-11-15,2024-11-16
1029,170,2024-11-29,2024-12-07
1029,111,2024-10-08,2024-10-29
1029,174,2024-09-22,2024-10-17
1029,161,2024-11-08,2024-11-13
1029,176,2024-03-06,2024-03-28
1029,124,2024-07-07,2024-07-15
1029,168,2024-06-17,2024-07-17
1029,158,2024-04-10,2024-05-07
1029,123,2024-11-17,2024-12-03
1029,110,2024-10-21,2024-11-18
1029,166,2024-12-10,2024-12-23
1029,110,2024-07-07,2024-08-03
1030,193,2024-12-03,2025-01-02
1030,173,2024-06-30,2024-07-28
1030,125,2024-03-17,2024-03-18
1030,181,2024-02-05,2024-03-05
1030,185,2024-07-07,2024-07-12
1030,105,2024-10-26,2024-11-16
1030,164,2024-06-01,2024-06-29
1030,154,2024-09-09,2024-09-18
1030,142,2024-11-30,2024-12-14
1030,136,2024-09-13,2024-09-16
1030,133,2024-04-13,2024-04-28
1030,108,2024-04-25,2024-05-03
1030,183,2024-03-27,2024-04-13
1030,154,2024-07-17,2024-08-14
1030,138,2024-09-26,2024-10-17
1031,140,2024-05-31,2024-06-09
1031,101,2024-09-29,2024-10-24
1031,179,2024-07-11,2024-07-23
1032,148,2024-06-10,2024-06-17
1032,110,2024-12-25,2025-01-04
1032,170,2024-01-19,2024-02-14
1032,170,2024-05-07,2024-05-26
1032,134,2024-07-14,2024-07-22
1032,166,2024-02-15,2024-02-21
1032,153,2024-06-16,2024-07-09
1032,162,2024-07-01,2024-07-21
1032,151,2024-08-13,2024-09-06
1032,164,2024-03-02,2024-03-06
1032,146,2024-05-03,2024-05-29
1032,175,2024-08-29,2024-09-14
1032,125,2024-09-01,2024-09-25
1032,182,2024-04-26,2024-04-28
1032,166,2024-11-15,2024-12-05
1032,111,2024-07-03,2024-07-10
1032,101,2024-09-19,2024-10-15
1032,106,2024-01-05,2024-02-04
1033,191,2024-09-02,2024-09-05
1033,123,2024-05-26,2024-05-29
1033,108,2024-11-30,2024-12-14
1033,135,2024-08-11,2024-08-12
1033,180,2024-05-08,2024-05-19
1033,194,2024-09-24,2024-10-11
1033,110,2024-07-16,2024-08-11
1033,199,2024-10-05,2024-10-18
1033,145,2024-03-28,2024-04-19
1033,154,2024-01-18,2024-02-05
1033,159,2024-03-15,2024-04-05
1033,140,2024-10-18,2024-10-19
1033,120,2024-01-30,2024-02-21
1033,194,2024-12-26,2024-12-30
1033,119,2024-09-25,2024-09-28
1033,122,2024-12-17,2024-12-25
1033,145,2024-04-21,2024-05-04
1033,145,2024-02-02,2024-02-20
1033,166,2024-11-21,2024-11-26
1033,142,2024-02-15,2024-02-26
1033,180,2024-10-06,2024-10-12
1033,157,2024-10-09,2024-11-01
1033,182,2024-12-15,2025-01-12
1033,114,2024-03-10,2024-04-03
1033,157,2024-11-27,2024-12-23
1033,127,2024-03-17,2024-03-26
1033,186,2024-01-09,2024-01-13
1033,143,2024-09-26,2024-10-21
1033,177,2024-05-24,2024-06-14
1033,119,2024-07-13,2024-07-23
1034,118,2024-06-21,2024-06-22
1034,188,2024-11-04,2024-11-11
1034,101,2024-06-27,2024-07-09
1034,131,2024-01-02,2024-01-11
1034,170,2024-04-16,2024-05-12
1034,200,2024-02-08,2024-02-14
1034,102,2024-11-05,2024-12-02
1034,172,2024-05-09,2024-06-08
1034,139,2024-03-16,2024-04-08
1034,147,2024-07-07,2024-08-04
1034,127,2024-08-17,2024-08-27
1035,171,2024-12-17,2025-01-10
1035,135,2024-10-23,2024-10-26
1035,164,2024-09-26,2024-10-25
1035,176,2024-12-30,2025-01-11
1035,169,2024-11-21,2024-12-01
1035,170,2024-05-06,2024-05-21
1035,122,2024-07-30,2024-07-31
1035,129,2024-11-25,2024-12-12
1035,112,2024-12-15,2025-01-01
1035,135,2024-12-04,2024-12-06
1035,141,2024-05-25,2024-06-04
1035,102,2024-01-13,2024-01-27
1035,124,2024-10-17,2024-11-15
1035,119,2024-04-10,2024-05-03
1035,123,2024-11-07,2024-11-19
1035,117,2024-03-11,2024-03-27
1035,175,2024-03-20,2024-04-06
1035,178,2024-04-15,2024-05-12
1035,114,2024-11-19,2024-11-22
1035,147,2024-09-27,2024-09-30
1035,180,2024-07-14,2024-08-03
1035,111,2024-05-17,2024-05-31
1036,112,2024-05-25,2024-06-08
1036,189,2024-12-29,2025-01-26
1036,131,2024-03-19,2024-04-13
1036,130,2024-02-26,2024-03-18
1036,155,2024-09-22,2024-10-17
1036,139,2024-09-02,2024-09-09
1036,171,2024-03-26,2024-04-04
1036,175,2024-10-31,2024-11-20
1036,107,2024-03-03,2024-03-17
1036,142,2024-09-12,2024-09-21
1036,145,2024-06-22,2024-06-24
1036,150,2024-05-03,2024-05-30
1036,154,2024-07-20,2024-07-26
1036,157,2024-09-08,2024-09-22
1036,116,2024-07-23,2024-08-11
1037,166,2024-10-11,2024-11-06
1037,189,2024-04-14,2024-04-26
1037,184,2024-07-18,2024-08-09
1037,133,2024-06-11,2024-07-09
1037,115,2024-02-28,2024-03-03
1037,136,2024-12-11,2024-12-30
1037,153,2024-09-26,2024-10-13
1037,170,2024-04-10,2024-04-12
1037,166,2024-01-21,2024-02-12
1037,135,2024-06-27,2024-07-21
1037,152,2024-02-17,2024-02-20
1037,138,2024-08-27,2024-09-07
1037,170,2024-07-04,2024-07-06
1037,138,2024-12-08,2024-12-31
1037,194,2024-01-14,2024-02-02
1037,195,2024-01-26,2024-02-25
1037,186,2024-07-18,2024-08-15
1037,109,2024-08-16,2024-08-22
1037,116,2024-01-26,2024-02-04
1037,108,2024-02-18,2024-03-08
1037,165,2024-11-05,2024-12-01
1037,101,2024-06-15,2024-07-11
1037,167,2024-11-18,2024-12-06
1037,184,2024-11-19,2024-11-29
1037,175,2024-09-28,2024-10-03
1037,142,2024-05-05,2024-05-11
1038,128,2024-08-09,2024-08-19
1038,114,2024-03-13,2024-04-02
1038,196,2024-03-29,2024-04-15
1038,153,2024-07-29,2024-08-28
1038,159,2024-10-05,2024-10-29
1038,181,2024-08-05,2024-08-18
1038,182,2024-05-19,2024-06-14
1038,113,2024-11-09,2024-11-19
1038,183,2024-06-22,2024-06-25
1038,143,2024-04-18,2024-05-12
1038,177,2024-02-12,2024-02-26
1038,103,2024-08-13,2024-08-21
1038,167,2024-12-25,2025-01-15
1038,116,2024-01-12,2024-02-03
1038,103,2024-10-13,2024-11-10
1038,146,2024-08-17,2024-09-03
1038,163,2024-05-23,2024-05-24
1038,133,2024-01-10,2024-01-21
1038,152,2024-12-04,2024-12-14
1038,139,2024-08-24,2024-09-02
1038,165,2024-01-30,2024-02-03
1039,140,2024-02-20,2024-03-10
1039,126,2024-07-11,2024-07-26
1039,162,2024-04-20,2024-05-01
1039,175,2024-05-15,2024-05-28
1039,148,2024-01-28,2024-02-17
1039,128,2024-02-05,2024-02-06
1039,121,2024-03-25,2024-04-11
1039,106,2024-08-20,2024-08-22
1039,134,2024-03-14,2024-03-28
1039,120,2024-06-03,2024-06-21
1039,194,2024-06-18,2024-07-17
1039,148,2024-10-16,2024-10-31
1039,195,2024-10-17,2024-10-29
1039,176,2024-02-13,2024-02-29
1039,200,2024-02-03,2024-02-22
1039,184,2024-06-03,2024-06-20
1039,182,2024-07-29,2024-08-08
1039,142,2024-07-01,2024-07-10
1039,129,2024-11-22,2024-12-22
1039,199,2024-08-27,2024-09-17
1039,126,2024-06-03,2024-06-13
1039,130,2024-11-23,2024-12-19
1039,189,2024-07-17,2024-07-29
1039,137,2024-06-17,2024-07-05
1039,139,2024-03-29,2024-04-12
1040,130,2024-04-16,2024-05-09
1040,108,2024-06-29,2024-06-30
1040,118,2024-03-24,2024-04-17
1040,177,2024-09-05,2024-09-25
1040,130,2024-04-24,2024-05-24
1040,128,2024-01-12,2024-02-03
1040,149,2024-03-24,2024-04-17
1040,105,2024-01-12,2024-01-19
1040,169,2024-04-11,2024-04-26
1040,164,2024-04-04,2024-04-26
1040,112,2024-04-13,2024-04-17
1040,140,2024-01-19,2024-01-24
1040,169,2024-03-19,2024-04-07
1040,119,2024-05-09,2024-06-06
1040,199,2024-12-29,2025-01-07
1040,165,2024-06-28,2024-07-03
1040,109,2024-06-14,2024-07-09
1040,118,2024-11-30,2024-12-05
1040,119,2024-04-02,2024-05-02
1040,151,2024-04-25,2024-05-15
1040,126,2024-12-30,2025-01-11
1041,137,2024-05-28,2024-05-31
1041,151,2024-03-20,2024-04-03
1041,149,2024-03-22,2024-04-04
1041,195,2024-02-13,2024-02-27
1041,168,2024-05-19,2024-06-01
1041,200,2024-04-01,2024-04-15
1041,155,2024-09-10,2024-09-20
1041,165,2024-07-23,2024-07-25
1041,119,2024-04-06,2024-04-12
1041,142,2024-12-19,2025-01-09
1041,157,2024-01-18,2024-02-01
1041,200,2024-12-16,2024-12-23
1041,198,2024-06-22,2024-07-01
1041,134,2024-03-04,2024-03-31
1041,167,2024-05-24,2024-05-25
1041,190,2024-09-03,2024-09-21
1041,129,2024-03-15,2024-03-31
1041,198,2024-07-07,2024-07-24
1041,123,2024-07-12,2024-07-25
1042,137,2024-11-25,2024-12-04
1042,174,2024-03-29,2024-04-27
1042,152,2024-06-13,2024-06-19
1042,129,2024-07-05,2024-07-09
1042,157,2024-06-25,2024-06-29
1042,161,2024-02-02,2024-02-24
1042,109,2024-05-02,2024-05-19
1042,180,2024-06-03,2024-06-19
1042,131,2024-07-24,2024-08-14
1042,110,2024-07-28,2024-08-02
1043,153,2024-08-27,2024-09-15
1043,140,2024-03-10,2024-03-30
1043,100,2024-02-21,2024-03-14
1043,139,2024-06-18,2024-07-08
1043,135,2024-05-15,2024-05-29
1043,182,2024-12-16,2024-12-19
1043,195,2024-12-04,2024-12-10
1043,185,2024-09-20,2024-10-04
1043,152,2024-09-22,2024-09-28
1043,142,2024-03-26,2024-04-13
1043,168,2024-12-05,2025-01-01
1043,102,2024-05-01,2024-05-05
1043,106,2024-01-21,2024-01-30
1043,122,2024-07-02,2024-07-06
1043,137,2024-09-16,2024-09-19
1043,191,2024-05-28,2024-06-01
1043,107,2024-05-30,2024-06-21
1043,103,2024-07-01,2024-07-03
1043,107,2024-09-19,2024-10-18
1043,132,2024-10-31,2024-11-27
1043,124,2024-02-13,2024-03-13
1043,152,2024-09-24,2024-10-18
1044,180,2024-03-23,2024-03-27
1044,147,2024-04-20,2024-05-20
1044,132,2024-01-16,2024-01-28
1044,143,2024-05-13,2024-05-18
1044,135,2024-09-15,2024-09-30
1044,136,2024-10-17,2024-11-03
1044,157,2024-05-06,2024-05-30
1044,116,2024-10-28,2024-11-24
1044,197,2024-03-15,2024-04-08
1044,133,2024-03-04,2024-03-24
1044,128,2024-12-22,2025-01-21
1044,132,2024-02-12,2024-02-18
1044,119,2024-12-21,2025-01-04
1044,175,2024-04-15,2024-04-29
1044,181,2024-09-19,2024-10-02
1044,154,2024-08-20,2024-09-10
1044,124,2024-06-26,2024-07-22
1044,175,2024-06-06,2024-06-08
1044,111,2024-05-24,2024-06-13
1044,156,2024-04-22,2024-05-01
1044,137,2024-02-19,2024-03-07
1044,127,2024-10-25,2024-11-07
1044,174,2024-02-01,2024-02-03
1044,157,2024-10-27,2024-10-29
1044,119,2024-06-03,2024-06-20
1044,157,2024-04-14,2024-04-27
1044,180,2024-09-10,2024-10-02
1045,123,2024-01-30,2024-02-06
1045,183,2024-01-06,2024-02-05
1046,115,2024-05-09,2024-05-13
1046,114,2024-10-17,2024-11-16
1046,159,2024-11-24,2024-12-07
1046,154,2024-02-10,2024-02-17
1046,146,2024-09-30,2024-10-16
1046,106,2024-05-19,2024-06-10
1046,141,2024-01-22,2024-02-05
1046,159,2024-07-16,2024-08-07
1046,174,2024-03-24,2024-04-07
1047,116,2024-09-06,2024-09-26
1047,158,2024-01-10,2024-01-13
1047,110,2024-03-25,2024-04-21
1047,123,2024-09-19,2024-09-20
1047,138,2024-10-28,2024-11-08
1047,120,2024-05-17,2024-05-29
1047,160,2024-04-18,2024-05-12
1048,137,2024-08-22,2024-08-28
1048,197,2024-10-18,2024-11-10
1049,131,2024-02-13,2024-03-09
1049,126,2024-07-14,2024-07-28
1049,166,2024-03-31,2024-04-05
1049,165,2024-04-22,2024-05-09
1049,175,2024-10-01,2024-10-16
1049,157,2024-11-22,2024-12-10
1049,153,2024-10-23,2024-11-22
1049,150,2024-05-11,2024-06-03
1049,141,2024-01-18,2024-02-14
1049,156,2024-02-29,2024-03-20
1050,136,2024-02-03,2024-03-02
1050,196,2024-04-06,2024-04-24
1050,109,2024-06-10,2024-06-27
1050,166,2024-03-31,2024-04-27
1050,112,2024-06-26,2024-07-11
1050,142,2024-06-30,2024-07-22
1050,103,2024-05-04,2024-05-19
1050,172,2024-08-02,2024-08-04
1050,196,2024-12-22,2025-01-08
1052,198,2024-05-12,2024-05-27
1052,178,2024-09-05,2024-09-28
1053,150,2024-02-27,2024-03-28
1053,134,2024-07-10,2024-07-11
1053,142,2024-08-19,2024-08-21
1053,178,2024-09-29,2024-10-04
1053,198,2024-08-09,2024-08-28
1053,194,2024-02-08,2024-03-02
1053,103,2024-11-16,2024-11-23
1053,197,2024-07-20,2024-08-12
1053,123,2024-01-09,2024-01-19
1053,132,2024-03-26,2024-04-14
1053,126,2024-05-05,2024-05-23
1053,191,2024-06-23,2024-07-23
1053,187,2024-07-28,2024-08-01
1053,199,2024-09-24,2024-09-28
1053,192,2024-04-22,2024-05-10
1053,157,2024-07-14,2024-07-29
1053,192,2024-12-18,2025-01-15
1053,100,2024-05-16,2024-06-03
